user_id,timestamp,event_type,device_id,location,resource,sensitivity,data_volume_mb,session_duration_min,success_flag,files_accessed,sensitive_files_accessed,failed_logins
U010,2026-09-03 08:42:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,43.84,120,1,13,2,0
U007,2026-09-03 08:43:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,105.83,81,1,25,10,0
U009,2026-09-03 08:50:00,login,LAPTOP-009,West Michael,/company/normal,normal,49.01,77,1,16,6,0
U013,2026-09-03 08:52:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,55.99,73,1,22,3,0
U018,2026-09-03 09:30:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,59.89,80,1,18,3,0
U005,2026-09-03 09:38:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,40.29,125,0,11,4,1
U016,2026-09-03 10:09:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,24.52,94,1,6,0,0
U014,2026-09-03 10:15:00,login,LAPTOP-014,Donaldside,/company/normal,normal,30.25,100,1,18,2,0
U003,2026-09-03 10:19:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,40.35,115,1,15,2,0
U011,2026-09-03 10:32:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,51.02,98,1,23,10,0
U012,2026-09-03 10:39:00,login,LAPTOP-012,Richardland,/company/normal,normal,46.45,104,1,10,4,0
U011,2026-09-04 06:44:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,65.7,90,1,19,3,0
U007,2026-09-04 07:00:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,136.65,133,1,32,10,0
U012,2026-09-04 08:03:00,login,LAPTOP-012,Richardland,/company/normal,normal,54.2,99,1,22,5,0
U006,2026-09-04 08:09:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,130.03,126,1,25,6,0
U010,2026-09-04 08:14:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,49.44,84,1,10,3,0
U015,2026-09-04 08:29:00,login,LAPTOP-015,Coxberg,/company/normal,normal,83.48,74,1,21,5,0
U003,2026-09-04 08:40:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,56.42,112,1,12,2,0
U004,2026-09-04 08:45:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,66.45,71,1,22,6,0
U008,2026-09-04 08:55:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,51.94,100,1,17,5,0
U013,2026-09-04 08:58:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,82.49,35,1,13,0,0
U009,2026-09-04 09:06:00,login,LAPTOP-009,West Michael,/company/normal,normal,67.78,85,1,21,6,0
U005,2026-09-04 09:31:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,43.18,106,1,11,1,0
U016,2026-09-04 09:35:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,18.32,94,1,6,0,0
U018,2026-09-04 09:39:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,59.55,61,1,10,0,0
U017,2026-09-04 09:48:00,login,LAPTOP-017,Riceside,/company/normal,normal,60.62,95,1,13,0,0
U001,2026-09-04 09:49:00,login,LAPTOP-001,East Jill,/company/normal,normal,108.6,42,1,11,0,0
U014,2026-09-04 10:29:00,login,LAPTOP-014,Donaldside,/company/normal,normal,49.09,110,1,12,1,0
U010,2026-09-05 07:04:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,27.71,133,1,13,0,0
U013,2026-09-05 07:05:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,50.49,102,1,26,4,0
U007,2026-09-05 07:17:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,99.21,97,1,27,6,0
U012,2026-09-05 07:20:00,login,LAPTOP-012,Richardland,/company/normal,normal,51.83,141,1,16,2,0
U008,2026-09-05 07:33:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,65.6,87,1,38,7,0
U004,2026-09-05 07:47:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,55.44,115,1,19,5,0
U002,2026-09-05 07:53:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,60.99,73,1,18,3,0
U014,2026-09-05 08:14:00,login,LAPTOP-014,Donaldside,/company/normal,normal,41.48,96,1,15,4,0
U006,2026-09-05 08:15:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,95.16,47,1,27,5,0
U009,2026-09-05 08:15:00,login,LAPTOP-009,West Michael,/company/normal,normal,84.64,81,1,17,7,0
U016,2026-09-05 09:04:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,16.21,88,1,11,1,0
U015,2026-09-05 09:09:00,login,LAPTOP-015,Coxberg,/company/normal,normal,86.46,81,1,26,5,0
U017,2026-09-05 09:21:00,login,LAPTOP-017,Riceside,/company/normal,normal,47.04,86,1,18,4,0
U001,2026-09-05 09:57:00,login,LAPTOP-001,East Jill,/company/normal,normal,58.48,92,1,17,4,0
U018,2026-09-05 10:26:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,46.93,104,1,21,4,0
U003,2026-09-05 10:28:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,70.89,83,1,12,2,0
U005,2026-09-05 10:28:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,36.3,109,1,6,0,0
U011,2026-09-05 11:15:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,53.46,74,1,23,5,0
U002,2026-09-06 06:24:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,66.86,113,1,22,2,0
U013,2026-09-06 06:31:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,60.26,118,1,14,0,0
U015,2026-09-06 07:24:00,login,LAPTOP-015,Coxberg,/company/normal,normal,68.57,111,1,13,1,0
U010,2026-09-06 07:26:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,48.01,14,1,16,2,0
U006,2026-09-06 07:30:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,43.19,95,1,18,9,0
U014,2026-09-06 08:27:00,login,LAPTOP-014,Donaldside,/company/normal,normal,50.23,110,1,12,0,0
U003,2026-09-06 08:37:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,38.79,113,1,13,1,0
U005,2026-09-06 08:48:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,42.54,73,1,10,2,0
U009,2026-09-06 08:57:00,login,LAPTOP-009,West Michael,/company/normal,normal,87.42,85,1,15,6,0
U004,2026-09-06 09:01:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,94.97,107,1,13,4,0
U018,2026-09-06 09:29:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,48.13,76,1,15,1,0
U012,2026-09-06 09:38:00,login,LAPTOP-012,Richardland,/company/normal,normal,98.76,89,1,18,6,0
U016,2026-09-06 09:43:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,32.09,114,0,9,0,1
U011,2026-09-06 09:47:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,86.95,65,1,20,6,0
U008,2026-09-06 09:48:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,100.09,49,1,28,5,0
U017,2026-09-06 10:46:00,login,LAPTOP-017,Riceside,/company/normal,normal,59.24,120,1,17,0,0
U001,2026-09-07 07:39:00,login,LAPTOP-001,East Jill,/company/normal,normal,83.07,61,1,17,6,0
U017,2026-09-07 07:41:00,login,LAPTOP-017,Riceside,/company/normal,normal,46.0,91,1,20,5,0
U012,2026-09-07 07:53:00,login,LAPTOP-012,Richardland,/company/normal,normal,70.44,95,0,18,8,1
U013,2026-09-07 08:01:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,64.4,122,1,16,1,0
U004,2026-09-07 08:05:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,40.34,108,1,9,2,0
U005,2026-09-07 08:08:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,37.26,65,1,9,0,0
U006,2026-09-07 08:11:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,27.7,90,1,26,8,0
U008,2026-09-07 08:13:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,113.15,90,1,22,8,0
U009,2026-09-07 08:21:00,login,LAPTOP-009,West Michael,/company/normal,normal,74.04,92,1,15,3,0
U015,2026-09-07 08:22:00,login,LAPTOP-015,Coxberg,/company/normal,normal,35.94,69,1,26,1,0
U003,2026-09-07 08:36:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,36.49,105,1,13,1,0
U002,2026-09-07 08:58:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,55.48,99,1,17,1,0
U014,2026-09-07 09:03:00,login,LAPTOP-014,Donaldside,/company/normal,normal,37.84,58,1,17,2,0
U011,2026-09-07 09:53:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,84.22,87,1,17,3,0
U010,2026-09-07 10:24:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,52.47,91,1,13,1,0
U016,2026-09-07 13:04:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,20.77,87,1,8,0,0
U006,2026-09-08 06:13:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,118.14,86,1,22,8,0
U014,2026-09-08 06:24:00,login,LAPTOP-014,Donaldside,/company/normal,normal,52.98,66,1,13,2,0
U013,2026-09-08 06:36:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,71.21,101,1,21,2,0
U008,2026-09-08 07:10:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,139.64,92,1,23,10,0
U007,2026-09-08 07:16:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,77.26,50,1,25,5,0
U017,2026-09-08 07:40:00,login,LAPTOP-017,Riceside,/company/normal,normal,67.91,65,1,20,1,0
U012,2026-09-08 08:01:00,login,LAPTOP-012,Richardland,/company/normal,normal,42.06,80,1,24,8,0
U011,2026-09-08 08:19:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,81.53,155,1,27,6,0
U016,2026-09-08 08:37:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,16.86,106,1,2,1,0
U018,2026-09-08 08:44:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,32.97,92,1,14,2,0
U005,2026-09-08 09:07:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,39.92,129,1,12,3,0
U004,2026-09-08 09:08:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,70.4,65,1,21,5,0
U015,2026-09-08 09:45:00,login,LAPTOP-015,Coxberg,/company/normal,normal,96.57,26,1,20,3,0
U009,2026-09-08 09:47:00,login,LAPTOP-009,West Michael,/company/normal,normal,98.95,58,1,22,6,0
U010,2026-09-08 09:49:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,35.69,95,1,11,0,0
U002,2026-09-08 09:53:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,52.44,91,1,14,0,0
U014,2026-09-09 07:17:00,login,LAPTOP-014,Donaldside,/company/normal,normal,51.16,112,1,27,2,0
U006,2026-09-09 07:32:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,113.64,102,1,21,8,0
U013,2026-09-09 07:33:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,88.25,88,1,13,1,0
U008,2026-09-09 07:52:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,91.6,107,1,31,8,0
U007,2026-09-09 08:00:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,114.76,76,1,25,10,0
U004,2026-09-09 08:22:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,84.21,100,1,22,5,0
U009,2026-09-09 08:27:00,login,LAPTOP-009,West Michael,/company/normal,normal,95.45,96,1,22,6,0
U012,2026-09-09 08:27:00,login,LAPTOP-012,Richardland,/company/normal,normal,66.57,81,1,20,6,0
U003,2026-09-09 08:36:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,53.45,102,1,17,1,0
U001,2026-09-09 08:54:00,login,LAPTOP-001,East Jill,/company/normal,normal,83.66,52,1,13,3,0
U010,2026-09-09 09:40:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,40.4,51,1,12,1,0
U005,2026-09-09 09:42:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,48.35,111,1,10,1,0
U002,2026-09-09 09:51:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,62.05,105,1,9,1,0
U018,2026-09-09 10:17:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,54.07,84,1,23,1,0
U011,2026-09-09 10:29:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,58.75,47,1,17,6,0
U017,2026-09-09 10:52:00,login,LAPTOP-017,Riceside,/company/normal,normal,26.38,113,1,12,2,0
U015,2026-09-09 10:58:00,login,LAPTOP-015,Coxberg,/company/normal,normal,78.0,53,1,18,2,0
U016,2026-09-09 11:30:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,15.36,127,1,6,0,0
U015,2026-09-10 06:35:00,login,LAPTOP-015,Coxberg,/company/normal,normal,46.38,90,1,13,2,0
U006,2026-09-10 07:01:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,107.18,54,1,36,13,0
U014,2026-09-10 07:46:00,login,LAPTOP-014,Donaldside,/company/normal,normal,30.16,61,1,13,3,0
U012,2026-09-10 08:00:00,login,LAPTOP-012,Richardland,/company/normal,normal,64.13,93,1,10,3,0
U007,2026-09-10 08:20:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,94.45,74,1,29,9,0
U003,2026-09-10 08:28:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,75.16,77,1,21,1,0
U018,2026-09-10 08:50:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,45.37,86,1,15,1,0
U010,2026-09-10 08:56:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,62.89,72,1,14,1,0
U002,2026-09-10 09:05:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,49.07,68,1,14,0,0
U013,2026-09-10 09:12:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,82.39,48,1,13,1,0
U008,2026-09-10 09:13:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,170.92,117,1,21,9,0
U001,2026-09-10 09:15:00,login,LAPTOP-001,East Jill,/company/normal,normal,70.92,83,1,21,5,0
U009,2026-09-10 09:16:00,login,LAPTOP-009,West Michael,/company/normal,normal,36.08,39,1,20,6,0
U005,2026-09-10 09:42:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,60.46,82,1,7,1,0
U011,2026-09-10 09:56:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,106.73,64,1,26,8,0
U004,2026-09-10 10:29:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,99.01,98,1,20,6,0
U017,2026-09-10 10:45:00,login,LAPTOP-017,Riceside,/company/normal,normal,45.78,100,1,8,0,0
U016,2026-09-10 11:44:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,28.62,92,1,9,0,0
U017,2026-09-11 07:06:00,login,LAPTOP-017,Riceside,/company/normal,normal,63.35,69,1,23,2,0
U008,2026-09-11 07:17:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,91.73,113,1,24,6,0
U007,2026-09-11 07:22:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,136.71,98,1,22,6,0
U015,2026-09-11 07:37:00,login,LAPTOP-015,Coxberg,/company/normal,normal,89.55,74,1,20,2,0
U006,2026-09-11 07:47:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,137.33,93,1,27,6,0
U010,2026-09-11 08:12:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,76.43,82,1,13,1,0
U009,2026-09-11 08:14:00,login,LAPTOP-009,West Michael,/company/normal,normal,74.44,63,1,16,4,0
U018,2026-09-11 08:18:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,65.67,103,1,11,0,0
U003,2026-09-11 08:19:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,58.02,103,1,15,3,0
U002,2026-09-11 08:25:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,70.13,31,1,16,1,0
U014,2026-09-11 08:30:00,login,LAPTOP-014,Donaldside,/company/normal,normal,61.76,97,1,21,2,0
U016,2026-09-11 08:33:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,33.31,104,1,7,1,0
U013,2026-09-11 09:12:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,59.33,93,1,22,2,0
U005,2026-09-11 09:33:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,37.18,88,1,7,1,0
U011,2026-09-11 09:47:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,46.11,96,1,18,6,0
U012,2026-09-11 10:48:00,login,LAPTOP-012,Richardland,/company/normal,normal,85.77,105,1,22,7,0
U004,2026-09-11 11:23:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,79.1,69,1,19,4,0
U006,2026-09-12 07:08:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,136.44,75,1,21,6,0
U001,2026-09-12 08:11:00,login,LAPTOP-001,East Jill,/company/normal,normal,82.22,78,1,11,2,0
U011,2026-09-12 08:11:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,93.49,103,1,16,3,0
U012,2026-09-12 08:16:00,login,LAPTOP-012,Richardland,/company/normal,normal,72.59,103,1,17,5,0
U003,2026-09-12 08:17:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,60.98,119,1,12,0,0
U013,2026-09-12 08:30:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,48.52,111,1,20,4,0
U018,2026-09-12 08:36:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,59.44,69,1,20,1,0
U002,2026-09-12 08:45:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,31.47,119,1,12,0,0
U008,2026-09-12 08:55:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,129.0,98,1,31,10,0
U015,2026-09-12 09:04:00,login,LAPTOP-015,Coxberg,/company/normal,normal,56.47,166,1,21,5,0
U010,2026-09-12 09:30:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,50.36,56,1,18,2,0
U007,2026-09-12 09:48:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,60.63,123,1,21,8,0
U014,2026-09-12 10:04:00,login,LAPTOP-014,Donaldside,/company/normal,normal,75.28,113,1,11,1,0
U016,2026-09-12 10:43:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,16.37,94,1,6,0,0
U006,2026-09-13 06:28:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,110.49,64,1,19,6,0
U007,2026-09-13 07:19:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,99.26,87,1,24,9,0
U003,2026-09-13 07:26:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,43.06,77,1,19,1,0
U008,2026-09-13 07:27:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,114.46,99,1,28,9,0
U002,2026-09-13 08:07:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,47.35,51,1,23,2,0
U014,2026-09-13 08:10:00,login,LAPTOP-014,Donaldside,/company/normal,normal,39.27,62,1,11,0,0
U012,2026-09-13 08:13:00,login,LAPTOP-012,Richardland,/company/normal,normal,77.24,145,1,13,3,0
U013,2026-09-13 08:16:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,85.2,62,1,21,4,0
U004,2026-09-13 08:50:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,82.5,76,1,16,1,0
U001,2026-09-13 09:05:00,login,LAPTOP-001,East Jill,/company/normal,normal,71.57,77,0,17,2,1
U015,2026-09-13 09:35:00,login,LAPTOP-015,Coxberg,/company/normal,normal,108.31,94,1,24,1,0
U018,2026-09-13 09:38:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,35.33,69,1,11,2,0
U005,2026-09-13 09:49:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,35.44,104,1,6,1,0
U011,2026-09-13 10:06:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,34.22,66,1,23,8,0
U009,2026-09-13 10:39:00,login,LAPTOP-009,West Michael,/company/normal,normal,72.87,88,1,16,4,0
U003,2026-09-14 06:55:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,42.11,124,1,10,1,0
U008,2026-09-14 07:27:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,95.01,85,0,25,6,1
U014,2026-09-14 07:52:00,login,LAPTOP-014,Donaldside,/company/normal,normal,47.2,49,1,26,2,0
U001,2026-09-14 08:02:00,login,LAPTOP-001,East Jill,/company/normal,normal,26.17,75,1,20,3,0
U009,2026-09-14 08:14:00,login,LAPTOP-009,West Michael,/company/normal,normal,88.25,78,1,15,4,0
U013,2026-09-14 08:19:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,52.29,98,1,28,2,0
U006,2026-09-14 08:40:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,73.2,78,1,22,6,0
U004,2026-09-14 08:43:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,46.69,102,1,18,7,0
U017,2026-09-14 08:44:00,login,LAPTOP-017,Riceside,/company/normal,normal,22.24,112,1,13,1,0
U018,2026-09-14 09:17:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,53.96,121,1,18,4,0
U002,2026-09-14 09:45:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,49.59,34,1,11,2,0
U007,2026-09-14 09:51:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,120.57,136,1,18,4,0
U010,2026-09-14 09:58:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,58.0,111,0,12,3,1
U011,2026-09-14 10:09:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,35.57,80,1,15,1,0
U015,2026-09-14 10:18:00,login,LAPTOP-015,Coxberg,/company/normal,normal,99.58,66,1,21,5,0
U005,2026-09-14 12:16:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,39.45,79,1,9,1,0
U016,2026-09-14 12:29:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,27.64,75,1,9,1,0
U006,2026-09-15 06:43:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,119.6,87,1,26,10,0
U008,2026-09-15 07:01:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,60.96,94,1,23,6,0
U017,2026-09-15 07:30:00,login,LAPTOP-017,Riceside,/company/normal,normal,52.15,127,1,16,0,0
U005,2026-09-15 08:01:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,35.04,137,1,19,3,0
U018,2026-09-15 08:21:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,70.2,78,1,17,4,0
U013,2026-09-15 08:28:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,73.07,76,1,18,3,0
U001,2026-09-15 08:31:00,login,LAPTOP-001,East Jill,/company/normal,normal,88.05,86,1,16,6,0
U010,2026-09-15 08:36:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,39.4,75,1,9,2,0
U014,2026-09-15 09:11:00,login,LAPTOP-014,Donaldside,/company/normal,normal,48.6,76,1,11,2,0
U004,2026-09-15 09:20:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,113.7,98,1,12,3,0
U015,2026-09-15 09:27:00,login,LAPTOP-015,Coxberg,/company/normal,normal,104.44,95,1,16,3,0
U012,2026-09-15 09:30:00,login,LAPTOP-012,Richardland,/company/normal,normal,78.94,119,1,19,7,0
U007,2026-09-15 09:36:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,54.42,19,1,23,6,0
U002,2026-09-15 09:38:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,72.75,105,1,15,4,0
U009,2026-09-15 09:43:00,login,LAPTOP-009,West Michael,/company/normal,normal,71.24,101,1,17,5,0
U016,2026-09-15 11:31:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,29.91,78,1,12,2,0
U010,2026-09-16 07:00:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,25.53,105,1,15,2,0
U017,2026-09-16 07:08:00,login,LAPTOP-017,Riceside,/company/normal,normal,21.8,113,1,13,2,0
U007,2026-09-16 07:16:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,92.75,109,1,21,5,0
U002,2026-09-16 07:21:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,45.08,81,1,13,1,0
U005,2026-09-16 07:35:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,55.82,98,1,8,2,0
U015,2026-09-16 07:48:00,login,LAPTOP-015,Coxberg,/company/normal,normal,73.27,44,1,22,5,0
U008,2026-09-16 07:49:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,81.92,40,1,21,8,0
U012,2026-09-16 08:03:00,login,LAPTOP-012,Richardland,/company/normal,normal,61.26,103,1,21,6,0
U013,2026-09-16 08:23:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,98.27,61,1,17,2,0
U009,2026-09-16 08:32:00,login,LAPTOP-009,West Michael,/company/normal,normal,69.77,73,1,11,4,0
U004,2026-09-16 09:25:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,57.53,87,1,32,6,0
U018,2026-09-16 09:28:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,59.95,71,1,18,3,0
U003,2026-09-16 09:31:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,53.77,61,1,8,0,0
U014,2026-09-16 09:31:00,login,LAPTOP-014,Donaldside,/company/normal,normal,57.83,125,1,14,2,0
U011,2026-09-16 09:34:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,105.66,68,1,13,3,0
U001,2026-09-16 10:06:00,login,LAPTOP-001,East Jill,/company/normal,normal,92.48,101,1,20,8,0
U013,2026-09-17 06:30:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,101.03,82,1,21,2,0
U007,2026-09-17 06:58:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,131.76,65,1,33,7,0
U005,2026-09-17 07:35:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,62.94,95,1,10,1,0
U010,2026-09-17 07:45:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,38.6,97,1,13,0,0
U017,2026-09-17 08:08:00,login,LAPTOP-017,Riceside,/company/normal,normal,35.27,119,1,16,0,0
U009,2026-09-17 08:09:00,login,LAPTOP-009,West Michael,/company/normal,normal,55.04,119,1,20,5,0
U006,2026-09-17 08:14:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,76.81,90,1,32,10,0
U014,2026-09-17 08:35:00,login,LAPTOP-014,Donaldside,/company/normal,normal,41.57,115,1,14,3,0
U012,2026-09-17 08:53:00,login,LAPTOP-012,Richardland,/company/normal,normal,82.78,159,1,18,8,0
U008,2026-09-17 09:07:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,96.53,96,1,30,10,0
U004,2026-09-17 09:19:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,65.61,103,1,21,5,0
U001,2026-09-17 09:31:00,login,LAPTOP-001,East Jill,/company/normal,normal,79.48,130,1,16,4,0
U002,2026-09-17 09:40:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,60.93,64,1,14,2,0
U011,2026-09-17 09:45:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,85.14,57,1,12,4,0
U003,2026-09-17 10:15:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,60.43,116,1,11,0,0
U016,2026-09-17 10:32:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,32.84,98,1,9,0,0
U015,2026-09-17 11:12:00,login,LAPTOP-015,Coxberg,/company/normal,normal,57.31,67,1,22,1,0
U018,2026-09-17 11:17:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,62.54,95,1,17,1,0
U007,2026-09-18 07:09:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,105.33,45,1,19,6,0
